Frecuencia_Hz;Potencia_dB_Relativa;SNR_Estimado_dB
1933000000;-67.845511715379;-40
1933100000;-68.9668551182055;-40
1933200000;-67.9025221527853;-40
1933300000;-67.8605163670105;-40
1933400000;-68.1258049645375;-40
1933500000;-68.2280063901368;-40
1933600000;-68.6958287776738;-40
1933700000;-69.9200086078748;-40
1933800000;-68.6116291718652;-40
1933900000;-68.1742110821776;-40
1934000000;-68.1079465674695;-40
1934100000;-68.0186257582038;-40
1934200000;-68.3201433047276;-40
1934300000;-67.2731874809212;-40
1934400000;-68.6838801065532;-40
1934500000;-68.1656386657055;-40
1934600000;-67.8507824334675;-40
1934700000;-68.4752843575337;-40
1934800000;-67.4822647131253;-40
1934900000;-69.3606610789435;-40
1935000000;-68.6716078292907;-40
1935100000;-68.2436898482386;-40
1935200000;-68.1342347718129;-40
1935300000;-68.2972170760354;-40
1935400000;-68.9288153649721;-40
1935500000;-68.5262237160249;-40
1935600000;-67.9208201914091;-40
1935700000;-68.9119024310467;-40
1935800000;-68.4220299324426;-40
1935900000;-67.6172597263167;-40
1936000000;-68.5269552648024;-40
1936100000;-68.4074419237539;-40
1936200000;-68.3924389563783;-40
1936300000;-67.435698167012;-40
1936400000;-68.7808726596979;-40
1936500000;-67.9610442567812;-40
1936600000;-68.7315193452403;-40
1936700000;-68.7731601994827;-40
1936800000;-67.8677450332214;-40
1936900000;-68.6502560525435;-40
1937000000;-68.7701013656002;-40
1937100000;-67.6203359615468;-40
1937200000;-68.811154156653;-40
1937300000;-68.1389029184026;-40
1937400000;-67.7555785868867;-40
1937500000;-68.3459163358252;-40
1937600000;-68.2186194976289;-40
1937700000;-67.7985869483125;-40
1937800000;-68.3748581025291;-40
1937900000;-68.5367868474006;-40
1938000000;-68.694380917327;-40
1938100000;-68.1036944303313;-40
1938200000;-68.2792458906573;-40
1938300000;-67.9480893714314;-40
1938400000;-68.29271563682;-40
1938500000;-67.632032973829;-40
1938600000;-68.4684147456286;-40
1938700000;-68.0767843735675;-40
1938800000;-68.5648969412234;-40
1938900000;-67.7671381862619;-40
1939000000;-68.5955193515536;-40
1939100000;-68.1060115204144;-40
1939200000;-67.4294649252788;-40
1939300000;-68.0368047764723;-40
1939400000;-68.0929613157673;-40
1939500000;-68.2332761335402;-40
1939600000;-67.963780760048;-40
1939700000;-68.1043581534866;-40
1939800000;-68.8586993069712;-40
1939900000;-68.8300916976689;-40
1940000000;-67.7139894275232;-40
1940100000;-60.9810638294559;-40
1940200000;-68.5953049571369;-40
1940300000;-67.6592129513371;-40
1940400000;-67.6025991082726;-40
1940500000;-68.7250056194266;-40
1940600000;-68.3816152128166;-40
1940700000;-67.9942206596121;-40
1940800000;-68.0103484784765;-40
1940900000;-68.2139303760205;-40
1941000000;-68.5288480156164;-40
1941100000;-67.1362231557348;-40
1941200000;-68.4081537338158;-40
1941300000;-68.6134659035457;-40
1941400000;-68.2473095542834;-40
1941500000;-68.4062717973045;-40
1941600000;-68.0607938378968;-40
1941700000;-68.8293449772471;-40
1941800000;-67.3588806616911;-40
1941900000;-68.7231063949256;-40
1942000000;-68.9534008310468;-40
1942100000;-68.3657723057396;-40
1942200000;-68.9856488342074;-40
1942300000;-68.5862742780384;-40
1942400000;-68.5838288759821;-40
1942500000;-68.2476261747794;-40
1942600000;-68.2234383232293;-40
1942700000;-67.8373715281344;-40
1942800000;-69.140725718318;-40
1942900000;-68.1273574390713;-40
1943000000;-69.224350302155;-40
1943100000;-68.6726261644425;-40
1943200000;-67.6720724839039;-40
1943300000;-69.1302778589681;-40
1943400000;-69.3247048605934;-40
1943500000;-68.3606982372946;-40
1943600000;-68.6243659427547;-40
1943700000;-68.604275681079;-40
1943800000;-68.2254198541293;-40
1943900000;-67.793753483672;-40
1944000000;-67.8499998449586;-40
1944100000;-69.4323871191862;-40
1944200000;-67.5175216398613;-40
1944300000;-68.6965236295368;-40
1944400000;-68.8758937776461;-40
1944500000;-68.8060500457895;-40
1944600000;-69.1044404004985;-40
1944700000;-67.673025916212;-40
1944800000;-69.0056394185396;-40
1944900000;-69.3432484626525;-40
1945000000;-65.8290761195914;-40
1945100000;-75.9771865818556;6.33090580588532
1945200000;-68.537047729604;-40
1945300000;-67.7012147576608;-40
1945400000;-68.9696974284807;-40
1945500000;-68.1943706614664;-40
1945600000;-68.5032707658106;-40
1945700000;-68.6199580841144;-40
1945800000;-67.977458207144;-40
1945900000;-68.3481098258589;-40
1946000000;-69.4139257377165;-40
1946100000;-68.7421804712381;-40
1946200000;-68.1325256592896;-40
1946300000;-68.1838208794501;-40
1946400000;-67.8965068241411;-40
1946500000;-68.4784693187859;-40
1946600000;-68.0880751969481;-40
1946700000;-68.8449925775017;-40
1946800000;-68.3870339301634;-40
1946900000;-67.5801857621161;-40
1947000000;-68.4742765048759;-40
1947100000;-68.3779430438103;-40
1947200000;-68.2233464861048;-40
1947300000;-68.4430864171934;-40
1947400000;-68.8568393880317;-40
1947500000;-68.0763150874645;-40
1947600000;-68.9201196203385;-40
1947700000;-67.485589916357;-40
1947800000;-67.9694074342957;-40
1947900000;-68.1978190496419;-40
1948000000;-65.8464559435085;-40
1948100000;-76.8353858164759;2.58232054118921
1948200000;-68.3562184766825;-40
1948300000;-68.4637809462443;-40
1948400000;-68.7432376731617;-40
1948500000;-68.5872799302734;-40
1948600000;-68.3812070406714;-40
1948700000;-65.535280908854;-40
1948800000;-76.98750638101;3.1403583097058
1948900000;-69.2371309653884;-40
1949000000;-65.4294066938468;-40
1949100000;-68.0851004116527;-40
1949200000;-77.2308388531666;5.19392958719725
1949300000;-68.0710296095831;-40
1949400000;-68.0126850241411;-40
1949500000;-69.3664267791627;-40
1949600000;-68.8681934986008;-40
1949700000;-65.3247159953561;-40
1949800000;-76.771197488787;2.05095374162081
1949900000;-68.1814359260369;-40
1950000000;-68.1675939934982;-40
1950100000;-65.453463656824;-40
1950200000;-76.9220194578808;1.82158012439616
1950300000;-68.8346351273805;-40
1950400000;-68.6686632749657;-40
1950500000;-69.0287062075693;-40
1950600000;-69.1025284510864;-40
1950700000;-68.014241336133;-40
1950800000;-66.6587878347935;-40
1950900000;-68.3511758186339;-40
1951000000;-74.1345678823804;-40
1951100000;-68.2428331645394;-40
1951200000;-66.0936262234564;-40
1951300000;-68.3675757388412;-40
1951400000;-77.579286426622;8.51391517826239
1951500000;-66.0144086340028;-40
1951600000;-68.2079845718985;-40
1951700000;-77.3250754624303;7.150034867562
1951800000;-65.7491643753934;-40
1951900000;-68.7969900243233;-40
1952000000;-77.3374681648115;3.74991428451804
1952100000;-68.6944759640609;-40
1952200000;-65.5168769073488;-40
1952300000;-67.7646998536402;-40
1952400000;-77.0588595994033;4.80846595309089
1952500000;-68.6192897458282;-40
1952600000;-65.3758042783853;-40
1952700000;-68.3748716877744;-40
1952800000;-74.049989699677;-40
1952900000;-67.8345455567834;-40
1953000000;-66.0700296709573;-40
1953100000;-68.6995310596828;-40
1953200000;-76.7697891031627;3.18997372428199
1953300000;-67.5506617676566;-40
1953400000;-65.4373913127913;-40
1953500000;-68.445357165888;-40
1953600000;-74.062478785914;-40
1953700000;-65.6802734912256;-40
1953800000;-68.1845619763467;-40
1953900000;-77.2492507196947;5.66392921519943
1954000000;-68.454036977021;-40
1954100000;-65.3397106648241;-40
1954200000;-68.5328473165822;-40
1954300000;-77.3390197420216;8.47849562654257
1954400000;-68.8236846389498;-40
1954500000;-65.6912884772534;-40
1954600000;-68.9837337573351;-40
1954700000;-77.6346098624648;14.6024719526951
1954800000;-65.9144467468963;-40
1954900000;-68.3089293198711;-40
1955000000;-74.3392476870204;-40
1955100000;-65.2294735910356;-40
1955200000;-68.6951632869655;-40
1955300000;-67.8030387300528;-40
1955400000;-77.6271125025304;20.0358004989545
1955500000;-65.7487599171294;-40
1955600000;-68.1304512121974;-40
1955700000;-68.6645079444415;-40
1955800000;-68.4194968244868;-40
1955900000;-68.0172743089158;-40
1956000000;-67.7204405418362;-40
1956100000;-77.6426940288901;-40
1956200000;-65.8446461689339;-40
1956300000;-68.0021056462623;-40
1956400000;-68.3714495492281;-40
1956500000;-69.3163442386902;-40
1956600000;-68.6778889421585;-40
1956700000;-68.4378661289734;-40
1956800000;-69.0483966806017;-40
1956900000;-68.9358278017809;-40
1957000000;-68.5929116048397;-40
1957100000;-68.0478786031075;-40
1957200000;-68.1799094635687;-40
1957300000;-68.3688507975314;-40
1957400000;-68.6578763742534;-40
1957500000;-68.5608680311879;-40
1957600000;-77.9992576765949;-40
1957700000;-65.7441243251203;-40
1957800000;-69.1400937627023;-40
1957900000;-68.5692066195163;-40
1958000000;-68.6094562310617;-40
1958100000;-68.2512029506872;-40
1958200000;-68.5114433141305;-40
1958300000;-68.2919625182579;-40
1958400000;-68.3834524623499;-40
1958500000;-68.0255648118291;-40
1958600000;-67.9158671681847;-40
1958700000;-68.3473335411901;-40
1958800000;-67.8388602524052;-40
1958900000;-67.9819917826974;-40
1959000000;-68.4299820886113;-40
1959100000;-67.917431957674;-40
1959200000;-67.9537019044838;-40
1959300000;-68.47074044493;-40
1959400000;-67.6553722893868;-40
1959500000;-67.9214932600526;-40
1959600000;-68.4223732856954;-40
1959700000;-68.4111117327474;-40
1959800000;-68.0407403005453;-40
1959900000;-68.2293724926125;-40
1960000000;-76.900682213844;4.50606084724217
