Frecuencia_Hz;Potencia_dB_Relativa;SNR_Estimado_dB
1936000000;-69.3044307481672;-40
1936100000;-67.5820585612836;-40
1936200000;-68.1265618869247;-40
1936300000;-68.447884683397;-40
1936400000;-68.5908622291251;-40
1936500000;-68.6633826213612;-40
1936600000;-68.7727656303003;-40
1936700000;-68.2610509922666;-40
1936800000;-67.937715133467;-40
1936900000;-68.4767791903941;-40
1937000000;-67.9897116039002;-40
1937100000;-68.7361822134026;-40
1937200000;-68.3510947513215;-40
1937300000;-67.8435398492857;-40
1937400000;-68.2951358308976;-40
1937500000;-68.7438070423504;-40
1937600000;-68.5042783722842;-40
1937700000;-68.5139815431686;-40
1937800000;-67.8830876352199;-40
1937900000;-68.4276643566002;-40
1938000000;-68.6381432443721;-40
1938100000;-68.0712449589734;-40
1938200000;-68.038784666295;-40
1938300000;-67.9093085246749;-40
1938400000;-67.7558200800226;-40
1938500000;-67.9230784428397;-40
1938600000;-68.806657720843;-40
1938700000;-68.1919212968589;-40
1938800000;-68.2425696035491;-40
1938900000;-68.8371126191831;-40
1939000000;-68.1979299128318;-40
1939100000;-68.719678116134;-40
1939200000;-68.4495774231286;-40
1939300000;-68.4662290295904;-40
1939400000;-69.3312271781567;-40
1939500000;-67.9106573060632;-40
1939600000;-67.703728275046;-40
1939700000;-67.6033554191871;-40
1939800000;-69.1271912059752;-40
1939900000;-68.2373938725648;-40
1940000000;-68.2517575487035;-40
1940100000;-68.1250866517398;-40
1940200000;-69.0302778483087;-40
1940300000;-68.6840332738208;-40
1940400000;-67.5666024613869;-40
1940500000;-69.1413739734628;-40
1940600000;-67.8681137337619;-40
1940700000;-67.180682435491;-40
1940800000;-67.7442964015132;-40
1940900000;-68.5561416657439;-40
1941000000;-68.1401254385311;-40
1941100000;-68.6642610744119;-40
1941200000;-68.5217035091069;-40
1941300000;-68.3595541732815;-40
1941400000;-67.9483110243844;-40
1941500000;-67.8726252939997;-40
1941600000;-68.1141022993465;-40
1941700000;-66.9587606229676;-40
1941800000;-68.8139113697599;-40
1941900000;-68.6410238396404;-40
1942000000;-67.992229878542;-40
1942100000;-67.9078015586667;-40
1942200000;-68.5598330346213;-40
1942300000;-68.4222908784391;-40
1942400000;-68.7781586965548;-40
1942500000;-68.8656145594468;-40
1942600000;-68.7362191231499;-40
1942700000;-68.2789203124023;-40
1942800000;-67.6174308880936;-40
1942900000;-68.1275948497991;-40
1943000000;-67.8841856122056;-40
1943100000;-67.5180959799176;-40
1943200000;-67.5256028374229;-40
1943300000;-68.9753252368566;-40
1943400000;-69.2619557413791;-40
1943500000;-68.1688181400412;-40
1943600000;-68.6238983394502;-40
1943700000;-69.0837269968442;-40
1943800000;-67.9990084902152;-40
1943900000;-66.9428172307616;-40
1944000000;-68.1869356376011;-40
1944100000;-67.8489164936258;-40
1944200000;-68.1849390741887;-40
1944300000;-67.7064878369511;-40
1944400000;-67.7796110130564;-40
1944500000;-68.2427409163734;-40
1944600000;-67.3618706077097;-40
1944700000;-69.08647881497;-40
1944800000;-68.0097676608921;-40
1944900000;-68.2008851337146;-40
1945000000;-68.0915801754356;-40
1945100000;-68.5911620773669;-40
1945200000;-68.5028509987661;-40
1945300000;-67.6593281660793;-40
1945400000;-68.357781131154;-40
1945500000;-68.2659039074172;-40
1945600000;-67.5193174020453;-40
1945700000;-67.9069415412074;-40
1945800000;-68.6677185324875;-40
1945900000;-68.4559604924174;-40
1946000000;-67.8997143684618;-40
1946100000;-68.1260358760276;-40
1946200000;-68.5517034258017;-40
1946300000;-68.7215979131235;-40
1946400000;-68.3431507432258;-40
1946500000;-68.8173246240316;-40
1946600000;-69.2152901542973;-40
1946700000;-68.3718635932257;-40
1946800000;-67.7964876245054;-40
1946900000;-68.053432431183;-40
1947000000;-68.0646689529442;-40
1947100000;-67.9480462735598;-40
1947200000;-67.8395087273564;-40
1947300000;-68.253712411162;-40
1947400000;-68.185920982532;-40
1947500000;-68.0755415102646;-40
1947600000;-68.5551715194553;-40
1947700000;-65.6104595503736;-40
1947800000;-76.6186780117263;2.23268582904157
1947900000;-67.8247259649012;-40
1948000000;-67.652046844263;-40
1948100000;-67.9116401662648;-40
1948200000;-69.0462555292306;-40
1948300000;-68.7784046727669;-40
1948400000;-68.8007421322429;-40
1948500000;-67.7864925961113;-40
1948600000;-68.8884674607467;-40
1948700000;-68.4367980191593;-40
1948800000;-68.4619024753964;-40
1948900000;-68.3259022179335;-40
1949000000;-67.6532374982272;-40
1949100000;-68.135983131553;-40
1949200000;-68.8164522598336;-40
1949300000;-67.9668961712327;-40
1949400000;-68.5305796551363;-40
1949500000;-68.9832648876185;-40
1949600000;-68.4531239513723;-40
1949700000;-67.927206304353;-40
1949800000;-66.0854029571745;-40
1949900000;-76.5566535355569;-0.240092655999632
1950000000;-68.0907784244997;-40
1950100000;-68.3124565264564;-40
1950200000;-66.0443557286871;-40
1950300000;-73.9978349749071;-40
1950400000;-67.8649777563636;-40
1950500000;-69.0303331425102;-40
1950600000;-67.8025683396574;-40
1950700000;-68.1782082525953;-40
1950800000;-68.3929027523786;-40
1950900000;-65.4766786758583;-40
1951000000;-74.1624438961066;-40
1951100000;-68.1442652588558;-40
1951200000;-65.6982585742145;-40
1951300000;-76.2000143378208;6.20436912171703
1951400000;-69.0764478903778;-40
1951500000;-68.3998724744115;-40
1951600000;-64.9927315261481;-40
1951700000;-76.9612322399739;2.8280572612574
1951800000;-68.2260893172088;-40
1951900000;-65.3457020927606;-40
1952000000;-68.7112293333357;-40
1952100000;-74.1406873216097;-40
1952200000;-68.414229397729;-40
1952300000;-65.0576051216181;-40
1952400000;-68.6559772867676;-40
1952500000;-76.9552027881559;3.26046544560456
1952600000;-67.9295598386271;-40
1952700000;-65.027051556332;-40
1952800000;-68.5617118067708;-40
1952900000;-73.9286942827082;-40
1953000000;-68.777122767835;-40
1953100000;-65.1409920653753;-40
1953200000;-68.2439271136055;-40
1953300000;-77.1560634780622;6.81200566569275
1953400000;-67.6702471006596;-40
1953500000;-66.0292336692659;-40
1953600000;-77.0653864942686;4.18367764030728
1953700000;-68.929332415746;-40
1953800000;-65.3163478537078;-40
1953900000;-68.4271212096186;-40
1954000000;-74.192859169857;-40
1954100000;-65.6609078777329;-40
1954200000;-68.4104062861773;-40
1954300000;-68.5331502305739;-40
1954400000;-74.4974416892937;-40
1954500000;-65.4083356731461;-40
1954600000;-68.5373015759796;-40
1954700000;-77.4170960439476;9.76670229665381
1954800000;-65.5652867275989;-40
1954900000;-68.8118376621062;-40
1955000000;-68.435619957535;-40
1955100000;-77.6684224843198;13.1879451610539
1955200000;-65.3533817109846;-40
1955300000;-68.2637713995907;-40
1955400000;-77.2050785225791;7.23417189289339
1955500000;-65.1658605843094;-40
1955600000;-68.5097683346858;-40
1955700000;-68.1572704923574;-40
1955800000;-77.5024875954046;11.0515419538236
1955900000;-66.3420671744133;-40
1956000000;-67.7854842752208;-40
1956100000;-68.3300011997413;-40
1956200000;-68.8180166237063;-40
1956300000;-69.0466440301572;-40
1956400000;-67.732680179845;-40
1956500000;-74.2014771567617;-40
1956600000;-65.5836331267984;-40
1956700000;-67.988095703041;-40
1956800000;-68.5764795744032;-40
1956900000;-68.2049134733539;-40
1957000000;-67.6528118163253;-40
1957100000;-68.0504245393124;-40
1957200000;-67.8230865375119;-40
1957300000;-69.1091435203041;-40
1957400000;-69.1905004538398;-40
1957500000;-68.8848297948893;-40
1957600000;-68.1400675219178;-40
1957700000;-74.7277209997471;-40
1957800000;-65.4482046206275;-40
1957900000;-68.0342228480535;-40
1958000000;-77.225778817311;9.54418062834145
1958100000;-66.082801564473;-40
1958200000;-68.3191372854829;-40
1958300000;-69.03748782853;-40
1958400000;-77.6842111376843;-40
1958500000;-64.5957974829062;-40
1958600000;-68.5937616296921;-40
1958700000;-67.1712145081034;-40
1958800000;-67.8817413241345;-40
1958900000;-68.9679762458466;-40
1959000000;-68.6066681409027;-40
1959100000;-69.0101030305769;-40
1959200000;-68.2830882283507;-40
1959300000;-68.0331302311824;-40
1959400000;-68.7202223402008;-40
1959500000;-68.2241927731125;-40
1959600000;-68.075642955162;-40
1959700000;-77.1902641263548;9.29826238027145
1959800000;-65.5567193394278;-40
1959900000;-68.0703013010699;-40
1960000000;-77.0508399404635;5.55138077458061
