Frecuencia_Hz;Potencia_dB_Relativa;SNR_Estimado_dB
1932800000;-68.0402811818949;-40
1932900000;-68.0079694925665;-40
1933000000;-69.1962906759907;-40
1933100000;-68.0596566138679;-40
1933200000;-68.9559004391866;-40
1933300000;-69.2946564634687;-40
1933400000;-68.8061775754793;-40
1933500000;-68.4171435253622;-40
1933600000;-68.741367414076;-40
1933700000;-67.9782207075121;-40
1933800000;-68.7923511807259;-40
1933900000;-68.6402583823269;-40
1934000000;-68.0499454868306;-40
1934100000;-68.5614423480118;-40
1934200000;-69.2661320549554;-40
1934300000;-68.2601577994774;-40
1934400000;-69.2342240936982;-40
1934500000;-68.9904128298448;-40
1934600000;-69.4233238859966;-40
1934700000;-67.5099897630476;-40
1934800000;-68.3285157118428;-40
1934900000;-69.0075248921353;-40
1935000000;-68.7065345111726;-40
1935100000;-68.5256821679453;-40
1935200000;-68.3074978370837;-40
1935300000;-67.8718750583393;-40
1935400000;-67.7833794185188;-40
1935500000;-67.8273000372562;-40
1935600000;-68.7398082485018;-40
1935700000;-68.6762795877325;-40
1935800000;-67.941930714017;-40
1935900000;-68.6014909136889;-40
1936000000;-68.2439402953948;-40
1936100000;-68.1278643587862;-40
1936200000;-68.5194627251266;-40
1936300000;-68.5180935360563;-40
1936400000;-68.5011723361963;-40
1936500000;-67.6429063693458;-40
1936600000;-69.3242906732177;-40
1936700000;-69.3196443392736;-40
1936800000;-68.2829485683193;-40
1936900000;-68.4574348416535;-40
1937000000;-68.6029224476741;-40
1937100000;-68.6464002834966;-40
1937200000;-67.6458170537803;-40
1937300000;-68.6955581812373;-40
1937400000;-67.5029265795152;-40
1937500000;-67.966729217538;-40
1937600000;-68.6978112278828;-40
1937700000;-69.1974890512706;-40
1937800000;-67.7941397252458;-40
1937900000;-67.3299375189652;-40
1938000000;-68.9756294397509;-40
1938100000;-68.220808614101;-40
1938200000;-68.2268310977983;-40
1938300000;-67.9923667155318;-40
1938400000;-68.5983217450431;-40
1938500000;-68.7053469387972;-40
1938600000;-67.9849402152826;-40
1938700000;-68.0271320169743;-40
1938800000;-68.1370376298583;-40
1938900000;-67.4044363312641;-40
1939000000;-67.8073937483474;-40
1939100000;-68.1906645795336;-40
1939200000;-67.2709427354391;-40
1939300000;-67.9141196714487;-40
1939400000;-68.1036433789052;-40
1939500000;-68.0042755941415;-40
1939600000;-67.7788766732511;-40
1939700000;-67.437860019224;-40
1939800000;-68.0688767027842;-40
1939900000;-66.7802361037564;-40
1940000000;-68.0092930719338;-40
1940100000;-53.4859031591939;-40
1940200000;-60.307468881919;-40
1940300000;-67.5354679723367;-40
1940400000;-66.9002081666333;-40
1940500000;-67.8371914751161;-40
1940600000;-67.802687421017;-40
1940700000;-67.7971535890127;-40
1940800000;-67.353304214824;-40
1940900000;-67.330573030576;-40
1941000000;-67.4657759531485;-40
1941100000;-67.8317214231074;-40
1941200000;-68.2344400185473;-40
1941300000;-66.967240601082;-40
1941400000;-68.147158392639;-40
1941500000;-68.9356577630089;-40
1941600000;-68.7647925959214;-40
1941700000;-67.8189249330779;-40
1941800000;-68.3083205475666;-40
1941900000;-68.2019228736373;-40
1942000000;-67.1525607783572;-40
1942100000;-69.0232296553144;-40
1942200000;-67.7128694864454;-40
1942300000;-68.685142074173;-40
1942400000;-69.1723107333374;-40
1942500000;-69.0474766491886;-40
1942600000;-68.4171915391307;-40
1942700000;-67.4081591452179;-40
1942800000;-69.0486663819211;-40
1942900000;-68.1463012055497;-40
1943000000;-67.3005388505277;-40
1943100000;-67.9193275749937;-40
1943200000;-68.9059800074413;-40
1943300000;-68.8157379541322;-40
1943400000;-67.6559191028208;-40
1943500000;-68.5756258110374;-40
1943600000;-68.3979804644718;-40
1943700000;-68.1484606095142;-40
1943800000;-69.3654709860183;-40
1943900000;-67.9480462735598;-40
1944000000;-68.5149495460299;-40
1944100000;-69.0141698526535;-40
1944200000;-68.4889795574659;-40
1944300000;-68.9033478521541;-40
1944400000;-69.2082564168544;-40
1944500000;-68.6153967440908;-40
1944600000;-67.6387590015565;-40
1944700000;-68.7375185461533;-40
1944800000;-68.4796312288095;-40
1944900000;-68.2705633038817;-40
1945000000;-69.050459528255;-40
1945100000;-68.3512636432635;-40
1945200000;-77.0969034719158;4.19803415238696
1945300000;-68.4049720264582;-40
1945400000;-65.7904609068272;-40
1945500000;-68.5299460483863;-40
1945600000;-68.5930187416661;-40
1945700000;-65.4465049374803;-40
1945800000;-76.9137145705162;0.481203868422091
1945900000;-68.6847627158786;-40
1946000000;-69.5853333596854;-40
1946100000;-68.7377696158663;-40
1946200000;-67.9775201940445;-40
1946300000;-68.4255265376109;-40
1946400000;-65.536754200782;-40
1946500000;-74.0622271420777;-40
1946600000;-68.2089194010273;-40
1946700000;-68.7845212873461;-40
1946800000;-68.125862691259;-40
1946900000;-69.0349329247151;-40
1947000000;-68.8371503967651;-40
1947100000;-67.8548360902583;-40
1947200000;-65.7184550198332;-40
1947300000;-76.8354334696645;2.18147668994148
1947400000;-68.6478250001129;-40
1947500000;-68.7946774651733;-40
1947600000;-67.9211873068288;-40
1947700000;-68.70410839756;-40
1947800000;-68.5032637693607;-40
1947900000;-65.8505943199751;-40
1948000000;-73.9174109568159;-40
1948100000;-68.4089272750951;-40
1948200000;-69.5911627142137;-40
1948300000;-68.2176956807949;-40
1948400000;-68.6388505820097;-40
1948500000;-69.531914764677;-40
1948600000;-68.3629127557229;-40
1948700000;-68.1366196578269;-40
1948800000;-68.5986292605403;-40
1948900000;-68.9287150488179;-40
1949000000;-65.6507313178519;-40
1949100000;-76.8645518185056;1.95676738086784
1949200000;-68.4499022282298;-40
1949300000;-68.0862888100771;-40
1949400000;-67.7849268335769;-40
1949500000;-68.7354957492751;-40
1949600000;-68.4566180041864;-40
1949700000;-65.9900331069882;-40
1949800000;-76.8985058930299;2.42491433234617
1949900000;-68.5033197412754;-40
1950000000;-68.964753783632;-40
1950100000;-68.0374457848425;-40
1950200000;-68.3230016707523;-40
1950300000;-68.7366842128451;-40
1950400000;-68.7424613809085;-40
1950500000;-67.7613486428105;-40
1950600000;-69.0122736261425;-40
1950700000;-68.069756732774;-40
1950800000;-68.3253044930406;-40
1950900000;-68.3789899755629;-40
1951000000;-68.3464764141048;-40
1951100000;-65.9151637886929;-40
1951200000;-73.7512826541383;-40
1951300000;-68.5270326473604;-40
1951400000;-68.8753068267688;-40
1951500000;-65.7540208148836;-40
1951600000;-77.0836637006302;4.80411518754963
1951700000;-68.5005080448041;-40
1951800000;-66.4150522081351;-40
1951900000;-68.2840992348819;-40
1952000000;-74.0485596427635;-40
1952100000;-68.5473121232495;-40
1952200000;-65.2943697480401;-40
1952300000;-68.1677105640182;-40
1952400000;-77.2735880739348;5.22867720947264
1952500000;-67.8022170686687;-40
1952600000;-66.202929961479;-40
1952700000;-68.6137170795772;-40
1952800000;-74.174408862474;-40
1952900000;-69.10450468233;-40
1953000000;-64.9631000341646;-40
1953100000;-68.5636055806775;-40
1953200000;-77.4659136980371;7.58683606025615
1953300000;-68.8930800594097;-40
1953400000;-65.840486926198;-40
1953500000;-77.2748533471436;5.90554814735926
1953600000;-68.3012155975927;-40
1953700000;-66.0195592584147;-40
1953800000;-68.7942809363232;-40
1953900000;-74.3562856097878;-40
1954000000;-66.4517677713871;-40
1954100000;-74.111346525319;-40
1954200000;-68.8131749398962;-40
1954300000;-65.5139969995083;-40
1954400000;-68.4506210322591;-40
1954500000;-77.6204844064762;5.83791110329592
1954600000;-65.8951350713828;-40
1954700000;-68.5926759131246;-40
1954800000;-68.3910001398796;-40
1954900000;-74.5531795560118;-40
1955000000;-65.715924401191;-40
1955100000;-69.0323795230367;-40
1955200000;-74.1990094194402;-40
1955300000;-68.1069310392298;-40
1955400000;-66.2089939704497;-40
1955500000;-68.0658960558371;-40
1955600000;-74.1164394854025;-40
1955700000;-65.6418780243935;-40
1955800000;-68.0149352935324;-40
1955900000;-74.174408862474;-40
1956000000;-67.3903890639946;-40
1956100000;-66.1610070002621;-40
1956200000;-68.2917092864895;-40
1956300000;-68.4722892877557;-40
1956400000;-68.5801241850309;-40
1956500000;-69.2814796565513;-40
1956600000;-68.4469315122306;-40
1956700000;-68.3953316696019;-40
1956800000;-68.3413776434869;-40
1956900000;-68.1431124085632;-40
1957000000;-68.0555713824285;-40
1957100000;-67.7221819412197;-40
1957200000;-68.1795457899562;-40
1957300000;-68.8046549655283;-40
1957400000;-77.3198512192478;8.24906884011719
1957500000;-65.6463223468691;-40
1957600000;-67.6488848559095;-40
1957700000;-68.4117967419789;-40
1957800000;-68.7811411658205;-40
1957900000;-69.1321373735801;-40
1958000000;-67.7285106170595;-40
1958100000;-68.5973921794321;-40
1958200000;-67.6692249901097;-40
1958300000;-68.5270045080888;-40
1958400000;-67.4121572497482;-40
1958500000;-67.8442791941563;-40
1958600000;-69.1942476341559;-40
1958700000;-68.2618914228384;-40
1958800000;-68.2207692789206;-40
1958900000;-69.0748434941758;-40
1959000000;-68.8383141072459;-40
1959100000;-68.3763051699504;-40
1959200000;-77.2751697230518;8.28448507861164
1959300000;-65.8032995423727;-40
1959400000;-67.336986753538;-40
1959500000;-68.1949441165562;-40
1959600000;-77.9294249662779;-40
1959700000;-65.5998374425003;-40
1959800000;-68.2630828629553;-40
1959900000;-77.9474860401447;17.8613061708227
1960000000;-65.1184532586459;-40
